authors,title,series,genres,availability,publication_date,editor,pages,isbn,summary,cover_path
"Giedré; R, Holly",La Boîte de petits pois,,"BD, Biographie, Documentaire, Autobiographie",,21/08/2019,Delcourt,111,9782756099200,"C'est la petite histoire d'une famille de Lituanie au temps de la grande Histoire de l'URSS. C'est le récit d'un oncle envoyé au goulag pour avoir collé des affiches dans la rue, d'un grand-père apparatchik qui a accès aux magasins secrets où on paie en dollars, d'une grand-mère qui trouvera quoi qu'il arrive un moyen d'acheter une bouteille de Cognac même quand on lui dit qu'il n'y en a pas, de chewing-gum qu'on mâche à tour de rôle quand on parvient à en avoir un. C'est le quotidien d'une République soviétique, ses files d'attentes, ses idéaux et ses paradoxes, racontés par GiedRé, une petite fille qui découvrira en arrivant à Paris en 1991 qu'il existait pendant tout ce temps un autre monde, rempli de bananes, où chaque enfant a sa propre gomme à l'écoleet où les boites de petits pois n'étaient pas le met le plus raffiné qui soit.
Une autre planète débordant de supermarchés pleins de produits mais ou, apparemment, il ne suffit pas de se servir pour avoir le droit de les avoir.",/MyLibrary/Images/Comics/17.png
"Guivre, Solen; Lubie, Lou",Eurydice,,BD,,23/10/2024,Delcourt,128,9782413077077,"Orphée est un jeune chanteur au talent quasi divin, idéaliste et révolté. Mais sa rencontre avec
une mystérieuse étrangère nommée Eurydice va bouleverser ses priorités. Par amour pour elle, il sera prêt à tout, y compris descendre la chercher au Royaume des Morts.

Réécriture du mythe grec d'Orphée et Eurydice, ce récit intemporel se déroule dans une cité de papier au milieu du désert, où l'on dit que vivent les divinités.
Pourtant, derrière leurs masques, Dieux et Muses révèlent leurs failles terriblement humaines.",/MyLibrary/Images/Comics/8.png
"Hubert; Mallié, Vincent",Ténébreuse,Ténébreuse (tome 1),BD,,22/10/2021,Dupuis,,9791034746354,"Il était une fois un chevalier déchu, qui croyait que sauver une princesse lui permettrait d'expier
ses crimes. Il était une fois une ténébreuse princesse, qui eroyait que e'était à elle d'expier
les crimes de ses parents...

Banni pour une faute qui entache à jamais sa réputation, Arzhur erre de taverne en champ de bataille à la recherche du prochain contrat qui remplira sa bourse. Une nuit, trois mystérieuses vieilles femmes lui offrent de retrouver honneur et fortune s'il délivre la fille d'un roi voisin, retenue captive dans les ruines d'un château abandonné. Mais Islen n'est pas la demoiselle
en détresse qu'il imaginait sauver...

Magnifié par le trait virtuOse de Vincent Mallié, le scénario d'Hubert questionne le poids
de l'héritage familial et livre sous les parures du conte une réflexion intime sur nos monstres
intérieurs, Ténébreuse est une ode à la rédemption où s'affrontent déterminisme et libre-arbitre, portée par deux maîtres du genre fantastique.",/MyLibrary/Images/Comics/11.png
"Kalkair, Cookie",Pénis de table,,BD,,29/08/2018,Steinkis BD,186,9782368462690,"« Le sexe est un mystère. On en parle peu. En tout cas pas en détail. Et surtout pas nous, les hommes » Partant de ce constat, Cookie Kalkair organise des tables rondes avec 6 compères. Pénis de table, c’est donc une discussion libre, sans jugement ni tabous entre 7 hommes aux sexualités diverses. Masturbation, orgasme, performance, sentiments, fantasmes, ces hommes vont se dire ce qu’ils n’avaient dit à personne, apprendre des autres et en apprendre sur eux-mêmes. Souvent drôle, parfois cru, toujours documenté et jamais salace, Pénis de table secoue les dogmes et explore une nouvelle image de l’homme. À l’heure où la sexualité féminine est beaucoup questionnée, Cookie Kalkair libère la parole masculine... qui en avait bien besoin !",/MyLibrary/Images/Comics/38.png
"Kirkman, Robert; Moore, Tony; Tourriol, Edmond",Walking Dead T01 : Passé décomposé,The Walking Dead (tome 1),BD,,06/06/2007,Delcourt,142,9782756009124,"Rick Grimes est policier et sort du coma pour découvrir avec horreur un monde où les morts ne meurent plus, mais errent à la recherche des derniers humains pour s'en repaître. Il n'a alors plus qu'une idée en tête : retrouver sa femme et son fils, en espérant qu'ils soient rescapés de ce monde devenu fou. Un monde où plus rien ne sera jamais comme avant, et où une seule règle prévaut : survivre à tout prix.",/MyLibrary/Images/Comics/49.png
"Kirkman, Robert; Adlard, Charlie; Tourriol, Edmond",Walking Dead T02 : Cette vie derrière nous...,The Walking Dead (tome 2),BD,,06/06/2007,Delcourt,133,9782756009728,"Un fléau a transformé les morts en zombies errants à la recherche des derniers humains pour s'en repaître. Un groupe de rescapés, menés par Rick ancien policier de son état tente de s'en sortir dans ce monde devenu fou où une seule règle prévaut? dorénavant : survivre à tout prix. Fuyant les zones urbaines infestées, les rescapés trouvent refuge dans une ferme aux ressources providentielles, mais qui recèle également de nouveaux dangers.",/MyLibrary/Images/Comics/48.png
"Kunz, Jonathan; Pich, Elizabeth",War and Peas: Funny Comics for Dirty Lovers,,"BD, Comics",,24/01/2024,Andrews McMeel Publishing,160,9781524854072,War and Peas is a webcomic by the duo Elizabeth Pich and Jonathan Kunz. It's about everything tragic and everything funny. Enjoy!,/MyLibrary/Images/Comics/53.png
"Lafleur, William; Tallarico, Dario; FibreTigre","Chroniques des mondes d'Aria: Vers l'aventure, à reculons !",,BD,,25/09/2024,Glénat BD,48,9782344059999,"Sauver le monde ? Drôle de mission pour un voleur !

Dans le royaume d'Aria, la paix est revenue depuis peu. Mais Jotun ne peut pas en profiter… Ce voleur, aussi roublard que futé, croupit dans une cage. Pourtant, bientôt un homme mystérieux va s’en approcher et lui proposer un marché : s’il le libère, Jotun devra tout simplement sauver le monde ! Et même si jouer les héros ne fait pas tellement partie de ses spécialités, il accepte. Pour l’aider dans sa quête, l’homme va mettre à sa disposition un tas d’artefacts étranges : une hache hurlante (littéralement), une lanterne qui ne s'éteint jamais, une amulette qui vous fait éclater en sanglots si on vous ment ou encore une tempête dans un bocal... Évidemment, Jotun n’a qu’une hâte, une fois tous ces précieux objets magiques en main : les revendre ! Direction la ville d’Aria pour devenir riche ! Mais il va vite se rendre compte que lorsque le destin vous appelle, vous avez beau être un as pour vous défiler, impossible d'y échapper…
Plongez dans un tout nouvel univers d’heroic fantasy mêlant magie, combats épiques et humour ! Se situant dans le monde du jeu de rôle éponyme créé par FibreTigre, cette bande dessinée ravira aussi bien les fans des campagnes jouées dans l’émission Twitch Game of Rôles que les amateurs du genre.",/MyLibrary/Images/Comics/55.png
"Lambda, Sophie",Tant pis pour l'amour,,"BD, Biographie, Documentaire, Autobiographie",,25/09/2019,Delcourt,307,9782413019862,"Quand Sophie rencontre Marcus, elle tombe amoureuse en 48 heures. Elle qui doutait de tout, y compris de l'amour, cette fois-ci, elle y croit. Mais rapidement Marcus se révèle étrange.
Sophie commence alors à douter de lui et a besoin de comprendre ce qui ne va pas. Elle ose le confronter à ses mensonges et ses incohérences.
Ce dernier a des réactions irrationnelles hallucinantes, trouve des excuses pour tout et parvient à se sortir de chaque impasse.
Mais qui est cet homme?
Sophie se retrouve entraînée dans une spirale infernale et doit apprendre à se reconstruire seule.

Un témoignage fort sur la relation toxique de l'autrice avec un manipulateur narcissique.",/MyLibrary/Images/Comics/21.png
"Leullier, Sophie",Ce que les corbeaux nous laissent,,"BD, Historique, Fantastique",,06/09/2024,Dupuis,150,9782808501903,"En pleine Normandie médiévale, Adalrik et Tarik grandissent aux côtés de leur maman, Galswinthe.
Lorsqu'Adalrik est assassiné, Tarik se mure dans le silence, miné par la culpabilité.
Hanté par le fantôme de son frère, il recherche une vengeance qu'il espère salvatrice.
Bercée par les croyances celtes et vikings, impuissante face à la tristesse de son fils, Galswinthe
se réfugie dans l'étude de textes anciens pour guider Adalrik dans le royaume des morts.
Un récit puissant et orageux
qui sonde les relations familiales rongées par l'épreuve du deuil.",/MyLibrary/Images/Comics/22.png
"Lubie, Lou","Et à la fin, ils meurent : La Sale Vérité sur les contes de fées",,"Conte, Essai, BD",,03/11/2021,Delcourt,246,9782413040705,"Quels terribles secrets cachent les contes de fées?
Derrière leur réputation d'histoires un peu naives, les contes ont des racines sombres et anciennes !
Aujourd'hui édulcorées, les versions originelles osaient le meilleur comme le pire : des princes pas si charmants, Raiponce vendue contre une botte de persil et Cendrillon qui décapite sec sa belle-mère !
En décapant avec humour ces récits d'autrefois, Lou Lubie pose
une question d'éthique : violence, sexisne, racisme..
Les contes sont-ils encore adaptés à notre époque?",/MyLibrary/Images/Comics/16.png
"Malle, Mirion",Adieu triste amour,,BD,,08/04/2022,La ville brûle,206,9782360121526,"Notre point commun a toutes,
c'est qu'on était fatiguées.
Tannés. Épuisées.
Alors on est parties.",/MyLibrary/Images/Comics/18.png
"Manu, Larcenet; McCarthy, Cormac",La route,,BD,,29/03/2024,DARGAUD,160,9782205208153,,/MyLibrary/Images/Comics/10.png
"Marchesini, Irene; Dicataldo, Carlotta",Rebis,,BD,,12/01/2024,Le Lombard,174,9782808210904,"""Alors je les ai rejointes
et à mon tour,
je suis devenue une ""sorcière"".

Mais aux yeux des bommes,
nous ne sommes que
des erreurs de la nature.""

""Moi, je veux être comme vous.""",/MyLibrary/Images/Comics/6.png
"McCoy, Chris",Safely Endangered Comics,,"BD, Comics",,09/04/2019,Andrews McMeel Publishing,144,9781449497163,This 144-page collection includes some the most popular Safely Endangered strips alongside new material never seen before.,/MyLibrary/Images/Comics/52.png
"Miyazaki, Hayao",Le voyage de Shuna,,"BD, Roman Graphique",,2023,Sarbacane,,9791040804444,"Shuna, prince d'une contrée pauvre, regarde impuissant
ses sujets souffrir de la faim et se tuer à la tâche. Comment faire
pousser les céréales que leur terre stérile leur refuse ?
Jusqu'au jour où un voyageur évoque une graine miraculeuse,
qui ferait onduler les plaines en longues vagues fertiles.
Elle proviendrait d'un pays lointain peuplé d'êtres divins,
hostile à l'homme - dont nul n'est jamais revenu.
En dépit des soupirs des anciens et des larmes de son père, Shuna se lance sur son fidele yakkuru,
plein Ouest ! Le jeune prince au cœur d'or ramènera-t-il la précieuse céréale pour sauver son peuple?",/MyLibrary/Images/Comics/2.png
"Montaigne, Marion; Montaigne, Marion",Dans la combi de Thomas Pesquet,,"BD, Biographie",,24/11/2017,Dargaud,,9782205076394,"Le 2 juin dernier, le Français Thomas Pesquet, 38 ans, astronaute, rentrait sur Terre après avoir passé 6 mois dans la Station spatiale internationale. La réalisation d’un rêve d’enfant pour ce type hors-norme qui après avoir été sélectionné parmi 8413 candidats, suivit une formation intense pendant 7 ans, entre Cologne, Moscou, Houston et Baïkonour… Dans cette bande dessinée de reportage, Marion Montaigne raconte avec humour – sa marque de fabrique – le parcours de ce héros depuis sa sélection, puis sa formation jusqu’à sa mission dans l’ISS et son retour sur Terre.",/MyLibrary/Images/Comics/47.png
"Norris, Alex",oh no,,"BD, Comics",,02/04/2019,Andrews McMeel Publishing,128,9781449492533,"Alex Norris’ viral webcomic Webcomic Name, has captured the internet’s heart. The disappointed blob and its resigned ""oh no"" has become a recognizable slogan, tapping into the current internet zeitgeist of self-conscious pessimism to hilarious and heartbreaking effect.

Now in this alternately funny and gloomy collection, oh no brings together all the series’ greatest hits as well as dozens of never-before-seen comics. With exciting material for established fans and newcomers alike, oh no will have something for everyone. Because, after all, we are all the disappointed blob; the disappointed blob is us.",/MyLibrary/Images/Comics/51.png
Orpheelin,Le guerrier sans âme,Northern (tome 1),BD,,01/05/2025,,72,978-2-9544838-6-3,"Dans la forêt de Baalhiam, le tombeau dYivä a été profané. L'équilibre originel est rompu et les Elfes de Nür, descendants de la déesse, s'éteignent à petit feu. Jadis, ils furent une grande civilisation qui rayonnait par son savoir et sa sagesse. Désormais condamnés à vivre reclus sur leur île, en proie à la maladie, ils s'accrochent à l'espoir de retrouver la relique qui leur a été volée par des hommes venus des terres du Nord : le crâne du sixieme guerrier. Alors, quand ils apprennent que sa trace, longtemps perdue, a été retrouvée sur le continent, ils se lancent à sa recherche sans imaginer un seul instant quelle abomination ils vont découvrir.",/MyLibrary/Images/Comics/9.png
"Picault, Aude",L'Air de rien,,BD,,13/10/2017,Dargaud,,9782205077377,"L'air de rien, ce sont les petits bugs, lapsus ou absurdités, ces trebuchages du quotidien qui signalent combien nos comportements sont loin d'être aussi rationnels qu'ils en ont l'air.",/MyLibrary/Images/Comics/7.png
"Picolo, Gabriel",Icarus and the Sun,,BD,,,,,,"Inspired by Icarus, who dared to fly too near the sun on wings of feathers and wax. If he was in love with the sun, then this might as well be a story of forbidden love.",/MyLibrary/Images/Comics/29.png
